,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,cut_int,color_int,clarity_int,carat_category,cut_color_clarity,cut_color_clarity_bins
35007,35007,1.01,Ideal,G,SI2,59.3,60.0,4556,6.54,6.58,3.89,5,4,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
35008,35008,1.0,Very Good,H,SI1,62.7,59.0,4702,6.3,6.37,3.97,3,3,2,"(0.85, 1.4]",8,"(2.999, 10.0]"
35009,35009,0.7,Fair,I,SI1,62.0,67.0,1848,5.54,5.5,3.42,1,2,2,"(0.0, 0.85]",5,"(2.999, 10.0]"
35010,35010,0.9,Very Good,D,SI1,61.0,63.0,4381,6.1,6.13,3.73,3,7,2,"(0.85, 1.4]",12,"(10.0, 12.0]"
35011,35011,1.03,Premium,G,VS1,62.2,59.0,6628,6.41,6.46,4.0,4,4,4,"(0.85, 1.4]",12,"(10.0, 12.0]"
35012,35012,2.02,Very Good,J,SI1,59.8,59.9,12598,8.16,8.21,4.9,3,1,2,"(1.9, 2.4]",6,"(2.999, 10.0]"
35013,35013,0.42,Ideal,E,VS2,62.4,55.0,1024,4.83,4.79,3.0,5,6,5,"(0.0, 0.85]",16,"(14.0, 20.0]"
35014,35014,0.27,Ideal,G,IF,61.0,56.0,672,4.17,4.19,2.55,5,4,8,"(0.0, 0.85]",17,"(14.0, 20.0]"
35015,35015,0.43,Premium,H,SI1,59.0,58.0,716,4.93,4.96,2.92,4,3,2,"(0.0, 0.85]",9,"(2.999, 10.0]"
35016,35016,0.37,Very Good,E,VVS2,61.2,55.0,779,4.63,4.68,2.85,3,6,7,"(0.0, 0.85]",16,"(14.0, 20.0]"
35017,35017,0.31,Ideal,H,VVS2,61.8,56.0,802,4.36,4.34,2.69,5,3,7,"(0.0, 0.85]",15,"(14.0, 20.0]"
35018,35018,1.11,Ideal,G,VS2,61.4,56.0,7443,6.65,6.7,4.1,5,4,5,"(0.85, 1.4]",14,"(12.0, 14.0]"
35019,35019,1.23,Very Good,H,VS2,62.4,58.0,6848,6.8,6.85,4.26,3,3,5,"(0.85, 1.4]",11,"(10.0, 12.0]"
35020,35020,0.72,Very Good,D,VS1,64.1,57.0,3375,5.68,5.71,3.65,3,7,4,"(0.0, 0.85]",14,"(12.0, 14.0]"
35021,35021,0.43,Very Good,G,SI1,58.9,60.0,774,4.94,4.97,2.92,3,4,2,"(0.0, 0.85]",9,"(2.999, 10.0]"
35022,35022,1.02,Good,F,VS1,62.6,54.3,8011,6.41,6.45,4.02,2,5,4,"(0.85, 1.4]",11,"(10.0, 12.0]"
35023,35023,0.83,Ideal,E,VS2,61.8,57.0,3625,6.04,6.03,3.73,5,6,5,"(0.0, 0.85]",16,"(14.0, 20.0]"
35024,35024,0.37,Ideal,F,VVS1,62.0,55.0,1049,4.6,4.63,2.86,5,5,6,"(0.0, 0.85]",16,"(14.0, 20.0]"
35025,35025,0.54,Premium,G,VS1,61.1,59.0,1847,5.26,5.22,3.2,4,4,4,"(0.0, 0.85]",12,"(10.0, 12.0]"
35026,35026,1.02,Ideal,E,SI2,60.3,57.0,4712,6.5,6.53,3.95,5,6,3,"(0.85, 1.4]",14,"(12.0, 14.0]"
35027,35027,0.72,Good,H,SI2,65.8,59.0,1945,5.51,5.58,3.65,2,3,3,"(0.0, 0.85]",8,"(2.999, 10.0]"
35028,35028,0.7,Very Good,F,VS2,61.7,57.0,2559,5.71,5.74,3.54,3,5,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
35029,35029,1.13,Ideal,G,VS1,61.0,58.0,7687,6.71,6.74,4.1,5,4,4,"(0.85, 1.4]",13,"(12.0, 14.0]"
35030,35030,0.35,Ideal,G,VVS2,61.8,55.0,756,4.54,4.56,2.81,5,4,7,"(0.0, 0.85]",16,"(14.0, 20.0]"
35031,35031,1.03,Very Good,G,VS2,58.8,63.0,6806,6.7,6.61,3.91,3,4,5,"(0.85, 1.4]",12,"(10.0, 12.0]"
35032,35032,0.5,Premium,E,VS2,62.9,60.0,1629,5.04,5.01,3.16,4,6,5,"(0.0, 0.85]",15,"(14.0, 20.0]"
35033,35033,0.54,Ideal,D,SI1,62.6,55.0,1595,5.19,5.23,3.26,5,7,2,"(0.0, 0.85]",14,"(12.0, 14.0]"
35034,35034,0.96,Very Good,G,SI2,63.1,56.0,3951,6.29,6.22,3.95,3,4,3,"(0.85, 1.4]",10,"(2.999, 10.0]"
35035,35035,1.5,Good,E,VS2,57.8,63.0,14565,7.58,7.53,4.37,2,6,5,"(1.4, 1.9]",13,"(12.0, 14.0]"
35036,35036,1.51,Very Good,J,SI1,58.8,59.0,7544,7.47,7.56,4.42,3,1,2,"(1.4, 1.9]",6,"(2.999, 10.0]"
35037,35037,0.34,Premium,E,SI1,61.9,59.0,765,4.48,4.44,2.76,4,6,2,"(0.0, 0.85]",12,"(10.0, 12.0]"
35038,35038,0.8,Ideal,G,VS1,61.1,58.0,3578,5.96,6.03,3.66,5,4,4,"(0.0, 0.85]",13,"(12.0, 14.0]"
35039,35039,1.01,Very Good,E,SI2,63.3,58.0,3674,6.4,6.31,4.02,3,6,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
35040,35040,0.57,Ideal,G,VS1,60.8,56.8,1899,5.36,5.39,3.26,5,4,4,"(0.0, 0.85]",13,"(12.0, 14.0]"
35041,35041,0.41,Very Good,F,VVS1,62.1,56.0,1295,4.78,4.79,2.97,3,5,6,"(0.0, 0.85]",14,"(12.0, 14.0]"
35042,35042,0.35,Ideal,D,SI1,62.3,55.0,644,4.52,4.56,2.83,5,7,2,"(0.0, 0.85]",14,"(12.0, 14.0]"
35043,35043,0.33,Premium,H,VS1,61.0,59.0,579,4.45,4.5,2.73,4,3,4,"(0.0, 0.85]",11,"(10.0, 12.0]"
35044,35044,0.41,Very Good,F,VS2,61.1,56.0,863,4.79,4.84,2.94,3,5,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
35045,35045,0.37,Very Good,F,SI1,62.5,58.0,616,4.52,4.57,2.84,3,5,2,"(0.0, 0.85]",10,"(2.999, 10.0]"
35046,35046,1.0,Ideal,E,VS2,61.5,55.0,6989,6.47,6.44,3.97,5,6,5,"(0.85, 1.4]",16,"(14.0, 20.0]"
35047,35047,0.42,Ideal,D,VS1,61.4,56.0,1395,4.84,4.86,2.98,5,7,4,"(0.0, 0.85]",16,"(14.0, 20.0]"
35048,35048,0.3,Premium,F,VS2,62.7,58.0,776,4.3,4.25,2.68,4,5,5,"(0.0, 0.85]",14,"(12.0, 14.0]"
35049,35049,0.51,Ideal,G,VVS1,62.6,57.0,2111,5.14,5.08,3.2,5,4,6,"(0.0, 0.85]",15,"(14.0, 20.0]"
35050,35050,1.61,Premium,I,SI1,62.0,58.0,8978,7.46,7.51,4.64,4,2,2,"(1.4, 1.9]",8,"(2.999, 10.0]"
35051,35051,0.34,Ideal,F,VVS2,61.8,55.0,1003,4.46,4.51,2.77,5,5,7,"(0.0, 0.85]",17,"(14.0, 20.0]"
35052,35052,1.06,Premium,G,VVS1,61.1,58.0,8170,6.53,6.57,4.0,4,4,6,"(0.85, 1.4]",14,"(12.0, 14.0]"
35053,35053,0.33,Ideal,G,SI2,60.2,57.0,594,4.5,4.47,2.7,5,4,3,"(0.0, 0.85]",12,"(10.0, 12.0]"
35054,35054,0.77,Good,E,VS2,63.4,57.0,3291,5.8,5.84,3.69,2,6,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
35055,35055,0.51,Ideal,G,VS2,61.9,55.0,1450,5.07,5.1,3.15,5,4,5,"(0.0, 0.85]",14,"(12.0, 14.0]"
35056,35056,0.41,Ideal,G,VVS1,62.0,56.0,1230,4.8,4.78,2.97,5,4,6,"(0.0, 0.85]",15,"(14.0, 20.0]"
35057,35057,1.5,Very Good,F,VS2,61.3,61.0,14242,7.33,7.36,4.5,3,5,5,"(1.4, 1.9]",13,"(12.0, 14.0]"
35058,35058,0.4,Premium,D,SI2,61.7,58.0,855,4.74,4.69,2.91,4,7,3,"(0.0, 0.85]",14,"(12.0, 14.0]"
35059,35059,0.96,Good,D,SI1,61.0,61.0,4693,6.29,6.33,3.85,2,7,2,"(0.85, 1.4]",11,"(10.0, 12.0]"
35060,35060,1.2,Good,I,VS1,59.6,61.0,5818,6.84,6.89,4.09,2,2,4,"(0.85, 1.4]",8,"(2.999, 10.0]"
35061,35061,0.72,Very Good,F,VS1,62.8,58.0,3219,5.7,5.73,3.59,3,5,4,"(0.0, 0.85]",12,"(10.0, 12.0]"
35062,35062,0.41,Ideal,E,VS1,61.4,55.0,1007,4.8,4.84,2.96,5,6,4,"(0.0, 0.85]",15,"(14.0, 20.0]"
35063,35063,0.41,Very Good,D,VVS2,61.2,62.0,1295,4.78,4.82,2.94,3,7,7,"(0.0, 0.85]",17,"(14.0, 20.0]"
35064,35064,0.9,Very Good,I,VVS1,61.3,59.0,4099,6.17,6.2,3.79,3,2,6,"(0.85, 1.4]",11,"(10.0, 12.0]"
35065,35065,0.83,Good,F,SI2,57.5,61.0,2358,6.22,6.17,3.56,2,5,3,"(0.0, 0.85]",10,"(2.999, 10.0]"
35066,35066,0.33,Ideal,F,VVS2,61.7,55.0,761,4.46,4.49,2.76,5,5,7,"(0.0, 0.85]",17,"(14.0, 20.0]"
35067,35067,2.0,Premium,H,SI1,62.6,56.0,17760,8.01,7.96,5.0,4,3,2,"(1.9, 2.4]",9,"(2.999, 10.0]"
35068,35068,1.01,Very Good,F,SI1,63.0,58.0,4619,6.31,6.39,4.0,3,5,2,"(0.85, 1.4]",10,"(2.999, 10.0]"
35069,35069,1.23,Premium,H,SI2,62.1,61.0,5648,6.86,6.79,4.24,4,3,3,"(0.85, 1.4]",10,"(2.999, 10.0]"
35070,35070,0.53,Good,E,SI1,64.1,54.0,1332,5.11,5.16,3.29,2,6,2,"(0.0, 0.85]",10,"(2.999, 10.0]"
35071,35071,0.55,Ideal,I,VS1,62.2,55.0,1238,5.26,5.29,3.28,5,2,4,"(0.0, 0.85]",11,"(10.0, 12.0]"
35072,35072,0.7,Premium,E,VS2,62.0,60.0,2657,5.7,5.59,3.5,4,6,5,"(0.0, 0.85]",15,"(14.0, 20.0]"
35073,35073,1.28,Ideal,F,SI2,62.3,55.0,6458,6.96,6.91,4.32,5,5,3,"(0.85, 1.4]",13,"(12.0, 14.0]"
35074,35074,0.9,Premium,G,SI1,62.9,58.0,3774,6.11,6.02,3.82,4,4,2,"(0.85, 1.4]",10,"(2.999, 10.0]"
35075,35075,0.42,Good,E,SI1,63.4,56.0,773,4.74,4.82,3.03,2,6,2,"(0.0, 0.85]",10,"(2.999, 10.0]"
35076,35076,0.72,Premium,G,SI2,60.6,61.0,1588,5.83,5.75,3.51,4,4,3,"(0.0, 0.85]",11,"(10.0, 12.0]"
35077,35077,0.3,Ideal,G,VVS1,61.4,56.0,737,4.32,4.34,2.66,5,4,6,"(0.0, 0.85]",15,"(14.0, 20.0]"
35078,35078,1.27,Ideal,G,VS1,59.6,57.0,9262,7.06,7.09,4.22,5,4,4,"(0.85, 1.4]",13,"(12.0, 14.0]"
35079,35079,1.55,Ideal,J,SI1,61.7,54.0,7987,7.47,7.5,4.62,5,1,2,"(1.4, 1.9]",8,"(2.999, 10.0]"
35080,35080,0.34,Ideal,I,IF,61.3,55.0,695,4.52,4.55,2.78,5,2,8,"(0.0, 0.85]",15,"(14.0, 20.0]"
35081,35081,0.51,Ideal,F,SI1,61.1,57.0,1580,5.14,5.17,3.15,5,5,2,"(0.0, 0.85]",12,"(10.0, 12.0]"
35082,35082,0.9,Very Good,F,VS2,61.9,57.0,4678,6.17,6.23,3.84,3,5,5,"(0.85, 1.4]",13,"(12.0, 14.0]"
35083,35083,1.08,Very Good,E,SI2,63.5,56.0,3726,6.53,6.48,4.13,3,6,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
35084,35084,0.31,Premium,G,VS1,62.2,56.0,802,4.36,4.32,2.7,4,4,4,"(0.0, 0.85]",12,"(10.0, 12.0]"
35085,35085,2.01,Ideal,H,SI1,59.3,58.0,17403,8.25,8.19,4.87,5,3,2,"(1.9, 2.4]",10,"(2.999, 10.0]"
35086,35086,1.01,Ideal,G,SI2,61.5,57.0,4783,6.43,6.45,3.96,5,4,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
35087,35087,0.27,Ideal,H,VVS2,61.9,55.0,496,4.14,4.16,2.57,5,3,7,"(0.0, 0.85]",15,"(14.0, 20.0]"
35088,35088,0.56,Ideal,H,VS2,61.2,57.0,1388,5.29,5.33,3.25,5,3,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
35089,35089,2.1,Ideal,I,SI2,63.0,56.0,10457,8.18,8.15,5.12,5,2,3,"(1.9, 2.4]",10,"(2.999, 10.0]"
35090,35090,0.31,Premium,F,VS2,61.4,58.0,802,4.4,4.36,2.69,4,5,5,"(0.0, 0.85]",14,"(12.0, 14.0]"
35091,35091,0.8,Ideal,D,VS1,62.4,56.0,4619,5.94,5.98,3.72,5,7,4,"(0.0, 0.85]",16,"(14.0, 20.0]"
35092,35092,1.51,Ideal,F,SI1,63.0,57.0,11035,7.29,7.25,4.58,5,5,2,"(1.4, 1.9]",12,"(10.0, 12.0]"
35093,35093,1.31,Ideal,I,SI2,61.0,59.0,5820,7.05,7.01,4.29,5,2,3,"(0.85, 1.4]",10,"(2.999, 10.0]"
35094,35094,0.71,Premium,E,SI2,61.4,59.0,2306,5.74,5.7,3.51,4,6,3,"(0.0, 0.85]",13,"(12.0, 14.0]"
35095,35095,1.71,Very Good,E,SI1,63.4,56.0,13970,7.58,7.5,4.78,3,6,2,"(1.4, 1.9]",11,"(10.0, 12.0]"
35096,35096,0.42,Ideal,H,VVS1,61.3,56.0,1625,4.83,4.86,2.97,5,3,6,"(0.0, 0.85]",14,"(12.0, 14.0]"
35097,35097,1.02,Ideal,F,VS1,61.0,56.0,7654,6.54,6.5,3.98,5,5,4,"(0.85, 1.4]",14,"(12.0, 14.0]"
35098,35098,0.51,Premium,F,VS1,60.0,58.0,1749,5.21,5.19,3.12,4,5,4,"(0.0, 0.85]",13,"(12.0, 14.0]"
35099,35099,1.1,Ideal,J,SI2,62.0,59.0,4226,6.58,6.61,4.09,5,1,3,"(0.85, 1.4]",9,"(2.999, 10.0]"
35100,35100,0.4,Good,G,SI2,60.6,55.8,672,4.76,4.82,2.91,2,4,3,"(0.0, 0.85]",9,"(2.999, 10.0]"
35101,35101,1.0,Good,H,VS1,61.3,64.0,5544,6.39,6.33,3.9,2,3,4,"(0.85, 1.4]",9,"(2.999, 10.0]"
35102,35102,0.4,Very Good,G,SI1,62.6,55.3,795,4.69,4.71,2.93,3,4,2,"(0.0, 0.85]",9,"(2.999, 10.0]"
35103,35103,0.3,Very Good,D,VS2,62.0,59.0,710,4.22,4.27,2.63,3,7,5,"(0.0, 0.85]",15,"(14.0, 20.0]"
35104,35104,1.51,Premium,H,VS1,62.4,60.0,10743,7.27,7.34,4.56,4,3,4,"(1.4, 1.9]",11,"(10.0, 12.0]"
35105,35105,1.32,Premium,F,SI2,60.6,60.0,6541,7.05,7.1,4.29,4,5,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
35106,35106,0.31,Premium,E,VS2,60.0,59.0,680,4.35,4.39,2.62,4,6,5,"(0.0, 0.85]",15,"(14.0, 20.0]"
35107,35107,0.3,Ideal,E,VS2,62.4,57.0,658,4.29,4.33,2.69,5,6,5,"(0.0, 0.85]",16,"(14.0, 20.0]"
35108,35108,0.3,Very Good,G,VVS2,63.1,56.0,878,4.23,4.2,2.66,3,4,7,"(0.0, 0.85]",14,"(12.0, 14.0]"
35109,35109,0.55,Ideal,D,VS2,61.0,56.0,1768,5.31,5.28,3.23,5,7,5,"(0.0, 0.85]",17,"(14.0, 20.0]"
35110,35110,0.5,Premium,E,VS2,58.1,61.0,1420,5.23,5.17,3.02,4,6,5,"(0.0, 0.85]",15,"(14.0, 20.0]"
35111,35111,1.51,Ideal,F,VS2,62.4,56.0,14247,7.38,7.31,4.58,5,5,5,"(1.4, 1.9]",15,"(14.0, 20.0]"
35112,35112,0.7,Premium,E,VS2,61.4,59.0,2858,5.73,5.7,3.51,4,6,5,"(0.0, 0.85]",15,"(14.0, 20.0]"
35113,35113,0.43,Good,F,VS1,57.9,61.0,931,4.99,5.03,2.9,2,5,4,"(0.0, 0.85]",11,"(10.0, 12.0]"
35114,35114,2.02,Very Good,I,SI1,60.4,58.0,17357,8.2,8.16,4.94,3,2,2,"(1.9, 2.4]",7,"(2.999, 10.0]"
35115,35115,0.71,Premium,F,VS2,62.6,58.0,2853,5.67,5.7,3.56,4,5,5,"(0.0, 0.85]",14,"(12.0, 14.0]"
35116,35116,0.7,Premium,F,VVS1,62.4,56.0,3300,5.69,5.63,3.53,4,5,6,"(0.0, 0.85]",15,"(14.0, 20.0]"
35117,35117,0.31,Good,I,SI1,63.3,53.0,408,4.3,4.32,2.73,2,2,2,"(0.0, 0.85]",6,"(2.999, 10.0]"
35118,35118,0.73,Ideal,E,VS2,62.2,56.0,3270,5.78,5.76,3.59,5,6,5,"(0.0, 0.85]",16,"(14.0, 20.0]"
35119,35119,0.43,Premium,G,IF,61.4,59.0,1433,4.79,4.85,2.96,4,4,8,"(0.0, 0.85]",16,"(14.0, 20.0]"
35120,35120,0.7,Premium,F,VS2,62.4,59.0,2686,5.68,5.64,3.53,4,5,5,"(0.0, 0.85]",14,"(12.0, 14.0]"
35121,35121,0.41,Ideal,I,VVS2,61.6,57.0,827,4.76,4.78,2.94,5,2,7,"(0.0, 0.85]",14,"(12.0, 14.0]"
35122,35122,1.21,Ideal,H,VS2,62.6,55.0,7562,6.84,6.78,4.26,5,3,5,"(0.85, 1.4]",13,"(12.0, 14.0]"
35123,35123,0.9,Premium,F,SI2,62.2,61.0,3507,6.08,6.04,3.77,4,5,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
35124,35124,0.7,Very Good,E,SI1,62.3,58.0,2476,5.6,5.67,3.51,3,6,2,"(0.0, 0.85]",11,"(10.0, 12.0]"
35125,35125,0.5,Ideal,F,SI1,61.3,56.0,1317,5.13,5.09,3.13,5,5,2,"(0.0, 0.85]",12,"(10.0, 12.0]"
35126,35126,1.03,Very Good,D,SI1,63.0,59.0,5551,6.39,6.44,4.04,3,7,2,"(0.85, 1.4]",12,"(10.0, 12.0]"
35127,35127,0.38,Ideal,F,VVS1,61.1,57.0,1160,4.71,4.69,2.87,5,5,6,"(0.0, 0.85]",16,"(14.0, 20.0]"
35128,35128,0.91,Very Good,E,SI1,58.8,59.0,4191,6.34,6.39,3.74,3,6,2,"(0.85, 1.4]",11,"(10.0, 12.0]"
35129,35129,2.01,Premium,J,SI1,61.7,60.0,9793,8.12,8.09,5.0,4,1,2,"(1.9, 2.4]",7,"(2.999, 10.0]"
35130,35130,0.91,Premium,E,SI2,61.1,59.0,3703,6.2,6.24,3.8,4,6,3,"(0.85, 1.4]",13,"(12.0, 14.0]"
35131,35131,0.32,Ideal,D,VVS1,61.5,57.0,1067,4.43,4.45,2.73,5,7,6,"(0.0, 0.85]",18,"(14.0, 20.0]"
35132,35132,1.22,Ideal,H,VVS2,61.7,56.0,9366,6.83,6.87,4.23,5,3,7,"(0.85, 1.4]",15,"(14.0, 20.0]"
35133,35133,0.9,Ideal,F,SI1,60.7,57.0,4324,6.25,6.21,3.78,5,5,2,"(0.85, 1.4]",12,"(10.0, 12.0]"
35134,35134,0.74,Very Good,E,VS1,62.8,59.0,3416,5.68,5.76,3.59,3,6,4,"(0.0, 0.85]",13,"(12.0, 14.0]"
35135,35135,1.9,Ideal,I,SI2,60.9,55.0,12165,8.0,8.06,4.89,5,2,3,"(1.4, 1.9]",10,"(2.999, 10.0]"
35136,35136,0.73,Very Good,E,SI1,60.2,60.0,2564,5.81,5.86,3.51,3,6,2,"(0.0, 0.85]",11,"(10.0, 12.0]"
35137,35137,0.27,Ideal,G,VS2,61.5,56.0,490,4.16,4.18,2.56,5,4,5,"(0.0, 0.85]",14,"(12.0, 14.0]"
35138,35138,1.2,Very Good,G,SI1,62.9,57.0,5918,6.73,6.79,4.25,3,4,2,"(0.85, 1.4]",9,"(2.999, 10.0]"
35139,35139,0.72,Ideal,H,VVS1,62.2,57.0,3075,5.72,5.75,3.57,5,3,6,"(0.0, 0.85]",14,"(12.0, 14.0]"
35140,35140,0.44,Very Good,G,SI1,61.6,61.0,772,4.83,4.88,2.99,3,4,2,"(0.0, 0.85]",9,"(2.999, 10.0]"
35141,35141,1.01,Good,D,SI2,64.5,58.0,4606,6.18,6.26,4.01,2,7,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
35142,35142,0.27,Very Good,E,VS1,61.9,59.0,470,4.16,4.21,2.59,3,6,4,"(0.0, 0.85]",13,"(12.0, 14.0]"
35143,35143,0.36,Ideal,D,VS2,61.1,57.0,852,4.58,4.62,2.81,5,7,5,"(0.0, 0.85]",17,"(14.0, 20.0]"
35144,35144,0.31,Very Good,G,VVS1,60.4,59.0,816,4.37,4.41,2.65,3,4,6,"(0.0, 0.85]",13,"(12.0, 14.0]"
35145,35145,0.32,Ideal,D,VS2,61.6,56.0,972,4.4,4.37,2.7,5,7,5,"(0.0, 0.85]",17,"(14.0, 20.0]"
35146,35146,1.32,Ideal,G,VS1,61.7,56.0,11584,7.04,7.07,4.35,5,4,4,"(0.85, 1.4]",13,"(12.0, 14.0]"
35147,35147,0.7,Ideal,H,VS2,62.4,58.0,2429,5.67,5.71,3.55,5,3,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
35148,35148,0.7,Premium,H,VVS2,62.1,58.0,2536,5.71,5.66,3.53,4,3,7,"(0.0, 0.85]",14,"(12.0, 14.0]"
35149,35149,0.95,Ideal,F,SI1,61.7,56.0,6291,6.31,6.34,3.9,5,5,2,"(0.85, 1.4]",12,"(10.0, 12.0]"
35150,35150,0.4,Ideal,E,VS2,62.4,56.0,912,4.71,4.74,2.95,5,6,5,"(0.0, 0.85]",16,"(14.0, 20.0]"
35151,35151,1.08,Ideal,H,SI1,62.7,57.0,4740,6.48,6.51,4.07,5,3,2,"(0.85, 1.4]",10,"(2.999, 10.0]"
35152,35152,0.33,Very Good,D,VVS1,61.2,59.0,948,4.4,4.43,2.7,3,7,6,"(0.0, 0.85]",16,"(14.0, 20.0]"
35153,35153,0.38,Premium,E,VS1,60.2,58.0,1000,4.66,4.71,2.82,4,6,4,"(0.0, 0.85]",14,"(12.0, 14.0]"
35154,35154,0.3,Very Good,F,VS2,58.8,60.0,524,4.37,4.41,2.58,3,5,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
35155,35155,0.38,Ideal,G,VS2,60.4,57.0,726,4.68,4.71,2.83,5,4,5,"(0.0, 0.85]",14,"(12.0, 14.0]"
35156,35156,0.33,Premium,G,VVS1,61.5,59.0,1040,4.46,4.42,2.73,4,4,6,"(0.0, 0.85]",14,"(12.0, 14.0]"
35157,35157,0.9,Very Good,E,SI2,63.5,58.0,3697,6.08,6.14,3.88,3,6,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
35158,35158,0.47,Ideal,H,SI2,62.4,53.0,782,4.98,5.02,3.12,5,3,3,"(0.0, 0.85]",11,"(10.0, 12.0]"
35159,35159,0.7,Premium,G,VS2,61.7,58.0,2317,5.68,5.73,3.52,4,4,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
35160,35160,0.56,Very Good,E,VVS2,60.7,57.0,2442,5.31,5.36,3.24,3,6,7,"(0.0, 0.85]",16,"(14.0, 20.0]"
35161,35161,1.01,Very Good,E,SI1,62.8,57.0,5499,6.37,6.41,4.01,3,6,2,"(0.85, 1.4]",11,"(10.0, 12.0]"
35162,35162,1.34,Ideal,G,SI2,62.0,55.0,5358,7.06,7.03,4.37,5,4,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
35163,35163,1.25,Premium,I,VS1,60.4,59.0,6664,7.01,6.94,4.21,4,2,4,"(0.85, 1.4]",10,"(2.999, 10.0]"
35164,35164,1.07,Premium,G,VS2,61.9,60.0,6213,6.55,6.48,4.03,4,4,5,"(0.85, 1.4]",13,"(12.0, 14.0]"
35165,35165,1.71,Good,I,VS1,63.7,58.0,12755,7.58,7.54,4.81,2,2,4,"(1.4, 1.9]",8,"(2.999, 10.0]"
35166,35166,0.9,Good,H,SI2,63.6,60.0,3193,6.11,6.06,3.87,2,3,3,"(0.85, 1.4]",8,"(2.999, 10.0]"
35167,35167,1.29,Good,J,VS2,58.2,61.0,5898,7.07,7.12,4.13,2,1,5,"(0.85, 1.4]",8,"(2.999, 10.0]"
35168,35168,0.7,Premium,G,SI2,62.0,59.0,1966,5.62,5.58,3.47,4,4,3,"(0.0, 0.85]",11,"(10.0, 12.0]"
35169,35169,0.97,Premium,F,SI2,61.9,58.0,4063,6.31,6.35,3.92,4,5,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
35170,35170,1.01,Premium,F,SI2,62.7,56.0,4197,6.4,6.35,4.0,4,5,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
35171,35171,0.47,Ideal,H,IF,62.4,57.0,1865,4.97,5.0,3.11,5,3,8,"(0.0, 0.85]",16,"(14.0, 20.0]"
35172,35172,1.03,Very Good,F,SI2,62.0,58.0,4414,6.43,6.51,4.01,3,5,3,"(0.85, 1.4]",11,"(10.0, 12.0]"
35173,35173,1.12,Ideal,E,VS1,61.3,56.0,8991,6.7,6.72,4.11,5,6,4,"(0.85, 1.4]",15,"(14.0, 20.0]"
35174,35174,2.37,Ideal,J,VS2,62.2,57.0,16059,8.52,8.58,5.32,5,1,5,"(1.9, 2.4]",11,"(10.0, 12.0]"
35175,35175,0.33,Very Good,D,SI1,62.8,56.0,608,4.39,4.43,2.77,3,7,2,"(0.0, 0.85]",12,"(10.0, 12.0]"
35176,35176,0.3,Ideal,E,VS1,60.6,56.0,735,4.35,4.36,2.64,5,6,4,"(0.0, 0.85]",15,"(14.0, 20.0]"
35177,35177,0.8,Premium,E,SI1,61.2,60.0,2912,5.97,5.95,3.65,4,6,2,"(0.0, 0.85]",12,"(10.0, 12.0]"
35178,35178,0.54,Ideal,H,VVS1,61.2,57.0,1723,5.21,5.25,3.2,5,3,6,"(0.0, 0.85]",14,"(12.0, 14.0]"
35179,35179,0.33,Premium,G,VS2,62.6,58.0,743,4.4,4.36,2.74,4,4,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
35180,35180,0.58,Ideal,D,SI2,61.7,54.0,1356,5.4,5.43,3.34,5,7,3,"(0.0, 0.85]",15,"(14.0, 20.0]"
35181,35181,0.93,Very Good,I,VS1,62.6,59.0,4033,6.17,6.2,3.87,3,2,4,"(0.85, 1.4]",9,"(2.999, 10.0]"
35182,35182,0.34,Ideal,G,IF,61.9,54.0,974,4.5,4.52,2.79,5,4,8,"(0.0, 0.85]",17,"(14.0, 20.0]"
35183,35183,0.37,Premium,E,VVS2,60.9,59.0,1082,4.65,4.61,2.82,4,6,7,"(0.0, 0.85]",17,"(14.0, 20.0]"
35184,35184,0.4,Ideal,D,SI1,63.0,57.0,924,4.7,4.66,2.95,5,7,2,"(0.0, 0.85]",14,"(12.0, 14.0]"
35185,35185,0.32,Ideal,G,VVS2,62.0,55.0,936,4.44,4.4,2.74,5,4,7,"(0.0, 0.85]",16,"(14.0, 20.0]"
35186,35186,0.54,Premium,F,VS1,61.8,59.0,1649,5.16,5.23,3.21,4,5,4,"(0.0, 0.85]",13,"(12.0, 14.0]"
35187,35187,1.33,Premium,E,SI2,62.0,57.0,7341,7.15,7.08,4.41,4,6,3,"(0.85, 1.4]",13,"(12.0, 14.0]"
35188,35188,1.24,Ideal,I,VS2,62.0,55.0,6076,6.9,6.87,4.27,5,2,5,"(0.85, 1.4]",12,"(10.0, 12.0]"
