,carat,cut,color,clarity,depth,table,price,x,y,z,cut_int,color_int,clarity_int,carat_category
31949,0.55,Ideal,G,VVS2,62.2,54.0,1916,5.23,5.3,3.27,5,4,7,"(0.196, 1.06]"
31950,0.34,Good,F,VS2,64.3,53.0,589,4.44,4.48,2.87,2,5,5,"(0.196, 1.06]"
31951,1.01,Ideal,H,SI1,61.0,56.0,5062,6.48,6.43,3.94,5,3,2,"(0.196, 1.06]"
31952,0.35,Ideal,D,VS2,62.3,56.0,945,4.54,4.51,2.82,5,7,5,"(0.196, 1.06]"
31953,0.61,Ideal,I,SI2,61.1,57.0,1401,5.46,5.49,3.34,5,2,3,"(0.196, 1.06]"
31954,0.3,Premium,G,VVS2,62.0,58.0,684,4.26,4.29,2.65,4,4,7,"(0.196, 1.06]"
31955,1.5,Good,F,SI2,59.7,61.0,8181,7.39,7.44,4.43,2,5,3,"(1.06, 1.92]"
31956,1.5,Ideal,G,SI1,61.7,56.0,10219,7.36,7.32,4.53,5,4,2,"(1.06, 1.92]"
31957,0.58,Ideal,F,VS1,61.9,54.0,1772,5.33,5.37,3.31,5,5,4,"(0.196, 1.06]"
31958,1.35,Ideal,G,I1,62.5,57.0,4643,7.04,7.01,4.39,5,4,1,"(1.06, 1.92]"
31959,0.87,Very Good,J,SI1,61.4,57.0,2300,6.14,6.17,3.78,3,1,2,"(0.196, 1.06]"
31960,0.71,Premium,G,VS1,62.4,61.0,2803,5.7,5.65,3.54,4,4,4,"(0.196, 1.06]"
31961,0.5,Good,F,SI1,57.9,62.0,1145,5.18,5.21,3.01,2,5,2,"(0.196, 1.06]"
31962,0.39,Very Good,E,VVS2,59.5,58.0,1054,4.74,4.77,2.83,3,6,7,"(0.196, 1.06]"
31963,0.5,Very Good,F,VS1,61.9,62.0,1558,5.02,5.06,3.12,3,5,4,"(0.196, 1.06]"
31964,0.42,Very Good,H,SI1,62.9,57.0,700,4.76,4.84,3.02,3,3,2,"(0.196, 1.06]"
31965,0.51,Premium,D,SI2,60.2,58.0,1109,5.24,5.2,3.14,4,7,3,"(0.196, 1.06]"
31966,1.0,Very Good,H,VS2,59.7,59.0,5046,6.52,6.57,3.91,3,3,5,"(0.196, 1.06]"
31967,0.32,Ideal,I,VVS1,61.9,55.0,756,4.4,4.39,2.72,5,2,6,"(0.196, 1.06]"
31968,1.01,Good,G,VS2,63.9,54.0,5599,6.31,6.37,4.05,2,4,5,"(0.196, 1.06]"
31969,1.08,Ideal,J,SI1,61.8,56.0,4524,6.58,6.55,4.06,5,1,2,"(1.06, 1.92]"
31970,1.1,Premium,F,VS2,61.1,57.0,7115,6.71,6.65,4.08,4,5,5,"(1.06, 1.92]"
31971,0.38,Ideal,G,VVS2,61.5,55.2,929,4.67,4.71,2.89,5,4,7,"(0.196, 1.06]"
31972,1.0,Premium,E,VS2,62.8,60.0,6720,6.36,6.32,3.98,4,6,5,"(0.196, 1.06]"
31973,1.47,Very Good,H,SI1,62.9,58.0,8663,7.18,7.23,4.53,3,3,2,"(1.06, 1.92]"
31974,0.9,Good,F,VVS2,61.8,63.0,5480,6.14,6.19,3.81,2,5,7,"(0.196, 1.06]"
31975,1.26,Ideal,G,SI2,61.8,57.0,6362,6.93,6.95,4.29,5,4,3,"(1.06, 1.92]"
31976,0.38,Very Good,G,VVS1,61.3,57.0,995,4.62,4.68,2.85,3,4,6,"(0.196, 1.06]"
31977,1.0,Premium,G,SI1,60.1,61.0,3634,6.44,6.4,3.86,4,4,2,"(0.196, 1.06]"
31978,0.72,Ideal,G,VS1,61.7,56.0,3478,5.75,5.78,3.56,5,4,4,"(0.196, 1.06]"
31979,0.7,Good,G,SI1,63.8,59.0,2117,5.62,5.58,3.57,2,4,2,"(0.196, 1.06]"
31980,0.4,Premium,D,VS2,59.1,57.0,1050,4.87,4.81,2.86,4,7,5,"(0.196, 1.06]"
31981,1.63,Ideal,H,SI1,61.9,57.0,11078,7.59,7.53,4.68,5,3,2,"(1.06, 1.92]"
31982,0.23,Very Good,E,VVS1,58.8,61.0,485,3.98,4.01,2.35,3,6,6,"(0.196, 1.06]"
31983,1.11,Very Good,I,SI2,62.5,58.0,4442,6.59,6.65,4.14,3,2,3,"(1.06, 1.92]"
31984,0.77,Very Good,J,SI1,63.3,57.0,2010,5.84,5.79,3.68,3,1,2,"(0.196, 1.06]"
31985,0.41,Very Good,H,SI1,62.9,58.0,683,4.72,4.73,2.97,3,3,2,"(0.196, 1.06]"
31986,0.31,Ideal,E,VS1,61.6,57.0,942,4.35,4.32,2.67,5,6,4,"(0.196, 1.06]"
31987,0.34,Premium,F,VS2,58.1,61.0,645,4.6,4.55,2.66,4,5,5,"(0.196, 1.06]"
31988,1.66,Premium,J,SI1,60.7,58.0,8487,7.72,7.63,4.66,4,1,2,"(1.06, 1.92]"
31989,1.37,Very Good,E,SI2,62.5,59.0,7365,6.98,7.04,4.38,3,6,3,"(1.06, 1.92]"
31990,0.36,Premium,G,VS1,61.7,59.0,932,4.59,4.55,2.82,4,4,4,"(0.196, 1.06]"
31991,1.23,Premium,J,VS2,62.7,58.0,4856,6.81,6.77,4.26,4,1,5,"(1.06, 1.92]"
31992,0.9,Good,D,VS2,62.6,62.0,4739,6.11,6.15,3.84,2,7,5,"(0.196, 1.06]"
31993,0.52,Ideal,G,VS1,61.3,56.0,1694,5.2,5.17,3.18,5,4,4,"(0.196, 1.06]"
31994,1.0,Premium,H,SI2,59.4,60.0,3080,6.49,6.4,3.83,4,3,3,"(0.196, 1.06]"
31995,2.0,Very Good,I,VS2,63.3,56.0,16694,8.03,7.98,5.07,3,2,5,"(1.92, 2.78]"
31996,0.31,Premium,J,SI1,59.4,62.0,453,4.43,4.39,2.62,4,1,2,"(0.196, 1.06]"
31997,0.26,Very Good,H,SI1,61.9,55.0,337,4.07,4.11,2.53,3,3,2,"(0.196, 1.06]"
31998,1.11,Premium,F,VVS2,59.2,59.0,9548,6.82,6.79,4.03,4,5,7,"(1.06, 1.92]"
31999,0.71,Good,E,SI2,58.8,63.0,2120,5.75,5.88,3.42,2,6,3,"(0.196, 1.06]"
32000,0.71,Ideal,H,VS2,60.9,55.0,2450,5.76,5.74,3.5,5,3,5,"(0.196, 1.06]"
32001,0.3,Ideal,I,VVS2,62.5,54.0,495,4.27,4.31,2.68,5,2,7,"(0.196, 1.06]"
32002,1.54,Very Good,G,VS1,63.4,57.0,14433,7.28,7.36,4.64,3,4,4,"(1.06, 1.92]"
32003,0.53,Premium,D,SI1,61.6,59.0,1753,5.2,5.16,3.19,4,7,2,"(0.196, 1.06]"
32004,1.54,Ideal,G,SI2,61.7,56.0,9530,7.44,7.41,4.58,5,4,3,"(1.06, 1.92]"
32005,1.06,Ideal,D,SI1,62.7,54.0,5946,6.52,6.55,4.1,5,7,2,"(0.196, 1.06]"
32006,1.0,Good,H,SI1,63.9,56.0,4389,6.28,6.31,4.02,2,3,2,"(0.196, 1.06]"
32007,1.05,Premium,H,SI2,61.7,59.0,3352,6.59,6.53,4.05,4,3,3,"(0.196, 1.06]"
32008,0.33,Ideal,E,VS2,60.5,55.0,738,4.52,4.56,2.74,5,6,5,"(0.196, 1.06]"
32009,0.42,Ideal,F,SI1,61.5,55.0,931,4.82,4.84,2.97,5,5,2,"(0.196, 1.06]"
32010,0.51,Premium,F,VS2,62.1,58.0,1569,5.09,5.12,3.17,4,5,5,"(0.196, 1.06]"
32011,2.02,Ideal,J,SI2,62.7,56.9,11314,8.03,8.07,5.05,5,1,3,"(1.92, 2.78]"
32012,0.72,Very Good,E,VS2,63.0,56.0,2949,5.66,5.73,3.59,3,6,5,"(0.196, 1.06]"
32013,1.11,Premium,H,SI1,62.5,58.0,5433,6.64,6.61,4.14,4,3,2,"(1.06, 1.92]"
32014,1.7,Ideal,H,VVS1,61.4,57.0,14603,7.63,7.69,4.7,5,3,6,"(1.06, 1.92]"
32015,0.9,Very Good,D,SI1,62.1,60.0,3880,6.14,6.2,3.83,3,7,2,"(0.196, 1.06]"
32016,1.5,Very Good,E,VS2,62.1,60.0,14639,7.27,7.32,4.53,3,6,5,"(1.06, 1.92]"
32017,0.41,Ideal,G,VVS2,60.9,56.0,960,4.81,4.84,2.94,5,4,7,"(0.196, 1.06]"
32018,1.01,Very Good,D,SI2,63.4,57.0,4472,6.4,6.31,4.03,3,7,3,"(0.196, 1.06]"
32019,0.41,Ideal,F,VS2,62.7,56.0,863,4.72,4.78,2.98,5,5,5,"(0.196, 1.06]"
32020,0.38,Ideal,I,VVS2,62.0,55.0,721,4.64,4.69,2.89,5,2,7,"(0.196, 1.06]"
32021,0.7,Very Good,E,SI1,59.6,63.0,2396,5.72,5.65,3.39,3,6,2,"(0.196, 1.06]"
32022,0.4,Ideal,H,VS2,61.9,55.0,725,4.73,4.75,2.93,5,3,5,"(0.196, 1.06]"
32023,1.19,Premium,G,SI2,62.4,59.0,4078,6.74,6.71,4.2,4,4,3,"(1.06, 1.92]"
32024,1.12,Premium,H,SI1,61.2,59.0,4641,6.69,6.65,4.08,4,3,2,"(1.06, 1.92]"
32025,0.31,Very Good,H,VS1,63.1,57.0,698,4.34,4.31,2.73,3,3,4,"(0.196, 1.06]"
32026,1.0,Premium,F,SI1,59.4,62.0,3881,6.55,6.52,3.88,4,5,2,"(0.196, 1.06]"
32027,1.24,Fair,D,SI1,55.6,67.0,7291,7.27,7.11,4.0,1,7,2,"(1.06, 1.92]"
32028,1.52,Ideal,G,VS2,61.1,57.0,12958,7.45,7.39,4.53,5,4,5,"(1.06, 1.92]"
32029,0.41,Ideal,H,VVS2,62.0,56.0,899,4.74,4.78,2.95,5,3,7,"(0.196, 1.06]"
32030,0.33,Very Good,H,SI1,63.0,57.0,475,4.39,4.41,2.77,3,3,2,"(0.196, 1.06]"
32031,0.57,Premium,G,VS2,62.8,57.0,1728,5.28,5.23,3.3,4,4,5,"(0.196, 1.06]"
32032,1.15,Very Good,H,VS2,62.4,56.0,5646,6.66,6.68,4.16,3,3,5,"(1.06, 1.92]"
32033,0.3,Ideal,F,IF,61.7,56.0,873,4.31,4.35,2.67,5,5,8,"(0.196, 1.06]"
32034,0.21,Premium,D,VS2,58.3,59.0,386,3.96,3.93,2.3,4,7,5,"(0.196, 1.06]"
32035,0.3,Ideal,D,VS2,62.3,56.0,911,4.3,4.27,2.67,5,7,5,"(0.196, 1.06]"
32036,1.27,Ideal,F,SI2,62.0,55.0,5308,6.9,6.95,4.3,5,5,3,"(1.06, 1.92]"
32037,0.32,Ideal,D,VVS1,61.8,56.0,1140,4.41,4.39,2.72,5,7,6,"(0.196, 1.06]"
32038,0.56,Premium,D,SI1,60.2,60.0,1595,5.38,5.33,3.22,4,7,2,"(0.196, 1.06]"
32039,0.51,Very Good,D,SI1,60.9,59.0,1569,5.13,5.19,3.14,3,7,2,"(0.196, 1.06]"
32040,0.33,Ideal,E,SI1,61.2,56.0,702,4.46,4.49,2.74,5,6,2,"(0.196, 1.06]"
32041,0.31,Ideal,H,VS2,62.2,53.0,628,4.43,4.38,2.74,5,3,5,"(0.196, 1.06]"
32042,0.34,Premium,E,SI2,61.7,58.0,612,4.54,4.5,2.79,4,6,3,"(0.196, 1.06]"
32043,0.5,Ideal,E,SI1,60.6,57.0,1250,5.19,5.14,3.13,5,6,2,"(0.196, 1.06]"
32044,1.26,Premium,H,SI2,58.6,59.0,5998,7.09,7.04,4.14,4,3,3,"(1.06, 1.92]"
32045,0.32,Good,D,SI1,63.6,56.0,756,4.37,4.34,2.77,2,7,2,"(0.196, 1.06]"
32046,1.07,Ideal,E,SI2,62.4,57.0,4613,6.52,6.55,4.08,5,6,3,"(1.06, 1.92]"
32047,0.9,Good,D,VS2,65.8,58.0,4682,5.99,6.01,3.95,2,7,5,"(0.196, 1.06]"
32048,0.33,Ideal,H,VS2,62.2,57.0,668,4.46,4.42,2.76,5,3,5,"(0.196, 1.06]"
32049,0.3,Very Good,G,VS1,62.8,57.0,605,4.25,4.29,2.68,3,4,4,"(0.196, 1.06]"
32050,0.9,Very Good,D,SI1,62.4,61.0,4693,6.13,6.17,3.84,3,7,2,"(0.196, 1.06]"
32051,0.77,Premium,F,SI1,60.0,61.0,2745,5.97,5.93,3.57,4,5,2,"(0.196, 1.06]"
32052,1.03,Premium,G,VS2,63.0,59.0,5826,6.45,6.4,4.05,4,4,5,"(0.196, 1.06]"
32053,0.34,Very Good,E,VVS2,61.6,58.0,819,4.5,4.53,2.78,3,6,7,"(0.196, 1.06]"
32054,0.55,Ideal,F,VS2,61.6,56.0,1871,5.31,5.29,3.27,5,5,5,"(0.196, 1.06]"
32055,0.51,Premium,E,VS2,62.5,59.0,1662,5.09,5.08,3.18,4,6,5,"(0.196, 1.06]"
32056,0.56,Very Good,D,SI1,59.9,60.0,1723,5.33,5.39,3.21,3,7,2,"(0.196, 1.06]"
32057,2.43,Ideal,I,SI2,62.3,59.0,17856,8.54,8.61,5.34,5,2,3,"(1.92, 2.78]"
32058,0.4,Ideal,F,VS2,60.6,55.0,842,4.78,4.82,2.91,5,5,5,"(0.196, 1.06]"
32059,1.03,Very Good,H,VS2,62.0,58.0,5266,6.45,6.51,4.02,3,3,5,"(0.196, 1.06]"
32060,1.01,Ideal,D,VVS2,61.9,56.0,11442,6.41,6.45,3.98,5,7,7,"(0.196, 1.06]"
32061,1.01,Very Good,J,VVS2,63.7,57.0,5067,6.31,6.35,4.03,3,1,7,"(0.196, 1.06]"
32062,1.05,Premium,F,SI2,62.6,59.0,4475,6.43,6.47,4.04,4,5,3,"(0.196, 1.06]"
32063,0.3,Ideal,E,VVS2,61.4,56.0,949,4.33,4.37,2.67,5,6,7,"(0.196, 1.06]"
32064,1.05,Very Good,F,VS2,62.0,56.0,6545,6.48,6.52,4.03,3,5,5,"(0.196, 1.06]"
32065,0.35,Ideal,H,SI1,60.8,56.0,523,4.58,4.6,2.79,5,3,2,"(0.196, 1.06]"
32066,0.39,Ideal,G,SI1,61.3,54.0,748,4.73,4.77,2.91,5,4,2,"(0.196, 1.06]"
32067,0.34,Ideal,H,VS2,62.2,56.0,689,4.53,4.48,2.8,5,3,5,"(0.196, 1.06]"
32068,0.5,Very Good,E,SI2,63.1,58.0,1181,5.09,5.05,3.2,3,6,3,"(0.196, 1.06]"
32069,1.2,Very Good,G,SI2,60.2,63.0,5474,6.81,6.84,4.11,3,4,3,"(1.06, 1.92]"
32070,1.06,Ideal,E,SI1,61.8,56.0,6114,6.59,6.52,4.05,5,6,2,"(0.196, 1.06]"
32071,0.51,Ideal,E,SI1,62.2,57.0,1546,5.12,5.08,3.17,5,6,2,"(0.196, 1.06]"
32072,0.24,Very Good,E,VVS2,62.4,54.0,608,3.96,3.99,2.48,3,6,7,"(0.196, 1.06]"
32073,2.03,Very Good,G,SI1,60.1,60.0,18630,8.09,8.18,4.89,3,4,2,"(1.92, 2.78]"
32074,1.01,Premium,E,SI1,59.5,60.0,5301,6.54,6.46,3.87,4,6,2,"(0.196, 1.06]"
32075,1.34,Very Good,G,VS2,60.7,59.0,9127,7.04,7.07,4.28,3,4,5,"(1.06, 1.92]"
32076,1.09,Premium,G,VS2,61.0,59.0,7032,6.65,6.6,4.04,4,4,5,"(1.06, 1.92]"
32077,0.42,Ideal,H,SI1,62.7,56.0,700,4.76,4.78,2.99,5,3,2,"(0.196, 1.06]"
32078,1.13,Ideal,H,VS2,62.0,57.0,6045,6.61,6.69,4.12,5,3,5,"(1.06, 1.92]"
32079,0.56,Ideal,G,SI1,62.0,57.0,1631,5.25,5.27,3.26,5,4,2,"(0.196, 1.06]"
32080,0.5,Very Good,F,VS2,59.4,59.0,1436,5.19,5.22,3.09,3,5,5,"(0.196, 1.06]"
32081,1.19,Very Good,G,VVS2,61.8,59.0,8689,6.75,6.77,4.18,3,4,7,"(1.06, 1.92]"
32082,0.32,Ideal,H,VS1,61.6,56.0,592,4.42,4.46,2.73,5,3,4,"(0.196, 1.06]"
32083,1.21,Premium,F,VS2,62.2,60.0,9419,6.75,6.72,4.19,4,5,5,"(1.06, 1.92]"
32084,0.23,Very Good,E,VS2,60.5,58.0,402,3.92,3.95,2.38,3,6,5,"(0.196, 1.06]"
32085,0.37,Very Good,E,VS2,61.1,57.0,811,4.63,4.66,2.84,3,6,5,"(0.196, 1.06]"
32086,0.31,Very Good,E,SI1,63.1,55.0,698,4.36,4.33,2.74,3,6,2,"(0.196, 1.06]"
32087,1.5,Good,F,SI1,63.4,58.0,10766,7.16,7.2,4.55,2,5,2,"(1.06, 1.92]"
32088,1.29,Ideal,H,SI1,63.2,57.0,6760,6.89,6.96,4.38,5,3,2,"(1.06, 1.92]"
32089,0.39,Very Good,E,VS2,61.3,61.0,889,4.66,4.7,2.87,3,6,5,"(0.196, 1.06]"
32090,0.31,Very Good,F,VS2,62.8,57.0,625,4.34,4.36,2.73,3,5,5,"(0.196, 1.06]"
32091,0.51,Ideal,E,VVS2,61.7,57.0,2209,5.11,5.14,3.16,5,6,7,"(0.196, 1.06]"
32092,0.4,Very Good,I,VVS1,61.5,58.0,842,4.7,4.76,2.91,3,2,6,"(0.196, 1.06]"
32093,2.23,Premium,J,VS1,61.7,58.0,16025,8.41,8.34,5.17,4,1,4,"(1.92, 2.78]"
32094,0.71,Good,E,VS2,63.2,57.0,2416,5.63,5.66,3.56,2,6,5,"(0.196, 1.06]"
32095,0.73,Very Good,I,VS2,59.0,61.0,2329,5.84,5.88,3.46,3,2,5,"(0.196, 1.06]"
32096,0.91,Premium,E,SI1,61.5,60.0,3842,6.24,6.19,3.82,4,6,2,"(0.196, 1.06]"
32097,0.3,Very Good,F,VVS1,62.2,56.0,832,4.28,4.3,2.67,3,5,6,"(0.196, 1.06]"
32098,0.42,Very Good,D,VVS1,62.4,55.0,1238,4.79,4.82,3.0,3,7,6,"(0.196, 1.06]"
32099,1.01,Very Good,J,VS2,60.6,59.0,4337,6.42,6.45,3.9,3,1,5,"(0.196, 1.06]"
32100,1.84,Premium,H,SI2,61.0,58.0,7922,7.97,7.87,4.81,4,3,3,"(1.06, 1.92]"
32101,1.01,Ideal,D,VS2,62.7,57.0,7792,6.39,6.36,4.0,5,7,5,"(0.196, 1.06]"
32102,1.1,Premium,E,VVS2,60.1,58.0,10387,6.69,6.76,4.04,4,6,7,"(1.06, 1.92]"
32103,0.59,Ideal,F,SI1,62.3,54.0,1424,5.37,5.41,3.36,5,5,2,"(0.196, 1.06]"
32104,1.01,Very Good,E,SI1,63.6,56.0,6132,6.3,6.37,4.03,3,6,2,"(0.196, 1.06]"
32105,1.08,Ideal,G,VS2,62.5,56.0,6530,6.57,6.54,4.1,5,4,5,"(1.06, 1.92]"
32106,0.9,Ideal,G,SI2,60.7,57.0,4314,6.19,6.33,3.8,5,4,3,"(0.196, 1.06]"
32107,0.7,Good,H,VVS2,63.8,57.0,2657,5.61,5.51,3.55,2,3,7,"(0.196, 1.06]"
32108,1.01,Very Good,D,SI2,59.8,57.0,4260,6.51,6.57,3.91,3,7,3,"(0.196, 1.06]"
32109,1.1,Very Good,G,SI2,63.4,56.0,4066,6.56,6.54,4.15,3,4,3,"(1.06, 1.92]"
32110,0.53,Ideal,D,SI2,60.4,57.0,1314,5.26,5.3,3.19,5,7,3,"(0.196, 1.06]"
32111,0.9,Fair,F,SI2,65.7,63.0,3062,6.01,5.96,3.93,1,5,3,"(0.196, 1.06]"
32112,1.59,Ideal,D,SI1,61.3,56.0,13298,7.5,7.6,4.63,5,7,2,"(1.06, 1.92]"
32113,0.25,Ideal,G,VVS1,61.7,56.0,582,4.05,4.07,2.51,5,4,6,"(0.196, 1.06]"
32114,0.72,Ideal,D,VS2,62.7,56.0,3219,5.65,5.71,3.56,5,7,5,"(0.196, 1.06]"
32115,0.33,Ideal,E,SI1,61.6,55.0,702,4.47,4.49,2.76,5,6,2,"(0.196, 1.06]"
32116,0.56,Premium,F,VVS1,61.1,56.0,2218,5.41,5.3,3.27,4,5,6,"(0.196, 1.06]"
32117,0.8,Very Good,G,VS2,61.1,57.0,2929,6.01,6.07,3.69,3,4,5,"(0.196, 1.06]"
32118,0.71,Premium,E,VS2,59.9,58.0,2711,5.78,5.81,3.47,4,6,5,"(0.196, 1.06]"
32119,0.47,Very Good,F,VVS2,62.1,56.0,1616,4.96,4.99,3.09,3,5,7,"(0.196, 1.06]"
32120,0.97,Premium,D,SI2,60.4,61.0,3585,6.4,6.37,3.86,4,7,3,"(0.196, 1.06]"
32121,0.52,Very Good,G,VS2,63.2,58.0,1577,5.12,5.1,3.23,3,4,5,"(0.196, 1.06]"
32122,0.26,Ideal,H,VVS1,61.2,56.0,468,4.11,4.16,2.53,5,3,6,"(0.196, 1.06]"
32123,0.4,Premium,E,VS1,62.8,59.0,1125,4.67,4.63,2.92,4,6,4,"(0.196, 1.06]"
32124,0.41,Premium,G,VS2,61.9,59.0,827,4.73,4.77,2.94,4,4,5,"(0.196, 1.06]"
32125,0.73,Very Good,H,VS1,61.6,59.0,2641,5.74,5.81,3.56,3,3,4,"(0.196, 1.06]"
32126,0.31,Ideal,H,VVS1,61.6,57.0,660,4.32,4.35,2.67,5,3,6,"(0.196, 1.06]"
32127,0.7,Ideal,F,VS2,61.4,58.0,3011,5.7,5.73,3.51,5,5,5,"(0.196, 1.06]"
32128,1.56,Premium,F,SI2,63.0,58.0,6971,7.35,7.28,4.66,4,5,3,"(1.06, 1.92]"
32129,0.34,Good,G,SI1,63.4,57.0,507,4.42,4.45,2.81,2,4,2,"(0.196, 1.06]"
32130,0.53,Ideal,I,SI1,61.5,56.0,1094,5.21,5.23,3.21,5,2,2,"(0.196, 1.06]"
32131,0.96,Ideal,F,I1,60.7,55.0,2801,6.37,6.41,3.88,5,5,1,"(0.196, 1.06]"
32132,1.05,Ideal,I,VS1,61.5,55.0,5101,6.56,6.61,4.05,5,2,4,"(0.196, 1.06]"
32133,1.13,Very Good,D,VS2,62.9,58.0,8561,6.59,6.63,4.16,3,7,5,"(1.06, 1.92]"
32134,0.58,Premium,G,VS2,62.2,58.0,2297,5.35,5.32,3.32,4,4,5,"(0.196, 1.06]"
32135,1.57,Ideal,G,VVS2,62.3,56.0,15144,7.48,7.41,4.64,5,4,7,"(1.06, 1.92]"
32136,0.4,Ideal,I,VVS2,62.0,56.0,1240,4.74,4.77,2.95,5,2,7,"(0.196, 1.06]"
32137,0.31,Ideal,H,VVS2,61.1,56.0,802,4.37,4.33,2.66,5,3,7,"(0.196, 1.06]"
32138,1.01,Very Good,F,SI1,62.7,56.0,5078,6.39,6.36,4.0,3,5,2,"(0.196, 1.06]"
32139,1.02,Very Good,G,VS2,63.5,56.0,5758,6.43,6.38,4.07,3,4,5,"(0.196, 1.06]"
32140,1.01,Very Good,I,VS2,62.9,56.0,5067,6.38,6.43,4.03,3,2,5,"(0.196, 1.06]"
32141,0.9,Fair,I,VS2,65.4,60.0,3246,6.03,5.96,3.93,1,2,5,"(0.196, 1.06]"
32142,0.3,Ideal,F,IF,62.1,54.0,886,4.32,4.35,2.69,5,5,8,"(0.196, 1.06]"
32143,1.51,Very Good,G,VS1,62.9,58.0,13378,7.32,7.41,4.63,3,4,4,"(1.06, 1.92]"
32144,0.83,Premium,H,SI1,62.5,59.0,2825,6.02,5.95,3.74,4,3,2,"(0.196, 1.06]"
32145,0.38,Premium,G,VS1,60.6,58.0,833,4.64,4.67,2.82,4,4,4,"(0.196, 1.06]"
32146,2.38,Premium,J,SI2,60.6,59.0,10716,8.66,8.63,5.24,4,1,3,"(1.92, 2.78]"
32147,1.22,Premium,G,SI1,62.1,58.0,6449,6.89,6.84,4.26,4,4,2,"(1.06, 1.92]"
32148,0.62,Premium,G,SI2,60.2,61.0,1345,5.49,5.44,3.29,4,4,3,"(0.196, 1.06]"
32149,0.32,Ideal,D,VVS2,61.2,56.0,803,4.39,4.43,2.7,5,7,7,"(0.196, 1.06]"
32150,1.66,Very Good,G,SI2,58.5,62.0,9123,7.73,7.79,4.54,3,4,3,"(1.06, 1.92]"
32151,1.2,Very Good,I,SI1,61.2,62.0,5226,6.75,6.84,4.16,3,2,2,"(1.06, 1.92]"
32152,0.4,Ideal,F,IF,60.9,57.0,1583,4.81,4.84,2.94,5,5,8,"(0.196, 1.06]"
32153,0.3,Ideal,H,VS2,62.5,57.0,491,4.26,4.29,2.67,5,3,5,"(0.196, 1.06]"
32154,0.36,Premium,E,VS1,60.4,58.0,852,4.64,4.67,2.81,4,6,4,"(0.196, 1.06]"
32155,1.7,Very Good,I,VS2,63.0,58.0,10935,7.52,7.65,4.78,3,2,5,"(1.06, 1.92]"
32156,1.11,Very Good,I,SI2,62.6,55.0,4168,6.65,6.71,4.18,3,2,3,"(1.06, 1.92]"
32157,1.0,Very Good,G,VS2,63.2,58.0,5645,6.33,6.27,3.98,3,4,5,"(0.196, 1.06]"
32158,0.27,Very Good,G,VVS1,61.0,56.0,566,4.21,4.25,2.57,3,4,6,"(0.196, 1.06]"
32159,0.7,Very Good,D,VS1,62.8,59.0,3247,5.63,5.68,3.55,3,7,4,"(0.196, 1.06]"
32160,0.33,Very Good,I,SI1,62.8,58.0,445,4.39,4.43,2.77,3,2,2,"(0.196, 1.06]"
32161,1.0,Very Good,H,SI2,62.5,58.0,4042,6.27,6.36,3.95,3,3,3,"(0.196, 1.06]"
32162,1.05,Ideal,F,SI2,60.3,55.0,4987,6.55,6.68,3.99,5,5,3,"(0.196, 1.06]"
32163,0.3,Very Good,G,VS2,61.8,60.0,505,4.29,4.25,2.64,3,4,5,"(0.196, 1.06]"
32164,0.33,Very Good,H,IF,62.9,58.0,787,4.38,4.43,2.77,3,3,8,"(0.196, 1.06]"
32165,0.3,Very Good,E,VS2,62.4,56.0,658,4.26,4.33,2.68,3,6,5,"(0.196, 1.06]"
32166,1.2,Ideal,G,VS2,62.1,56.0,7741,6.84,6.78,4.23,5,4,5,"(1.06, 1.92]"
32167,1.24,Premium,E,SI1,58.5,60.0,5775,7.08,7.01,4.11,4,6,2,"(1.06, 1.92]"
32168,1.06,Ideal,D,SI2,61.2,57.0,4682,6.59,6.51,4.01,5,7,3,"(0.196, 1.06]"
32169,1.15,Ideal,G,VVS1,62.7,56.0,10644,6.69,6.67,4.19,5,4,6,"(1.06, 1.92]"
32170,0.32,Ideal,G,SI2,62.5,57.0,421,4.35,4.38,2.73,5,4,3,"(0.196, 1.06]"
32171,1.03,Ideal,F,VS2,62.3,56.0,7392,6.43,6.45,4.01,5,5,5,"(0.196, 1.06]"
32172,0.25,Very Good,D,VVS1,63.8,54.0,533,3.94,3.99,2.53,3,7,6,"(0.196, 1.06]"
32173,0.81,Good,F,SI1,64.3,53.0,2718,5.91,5.97,3.81,2,5,2,"(0.196, 1.06]"
32174,1.5,Ideal,D,VS2,62.6,56.0,15992,7.27,7.21,4.53,5,7,5,"(1.06, 1.92]"
32175,1.51,Ideal,J,VVS2,61.4,59.0,9334,7.34,7.39,4.52,5,1,7,"(1.06, 1.92]"
32176,0.31,Very Good,I,SI1,60.7,60.0,408,4.33,4.37,2.64,3,2,2,"(0.196, 1.06]"
32177,0.72,Good,E,VS2,60.8,62.0,3140,5.73,5.78,3.5,2,6,5,"(0.196, 1.06]"
32178,1.51,Ideal,E,SI2,62.9,57.0,9513,7.29,7.23,4.57,5,6,3,"(1.06, 1.92]"
32179,0.31,Ideal,G,VVS1,62.5,57.0,1046,4.36,4.31,2.71,5,4,6,"(0.196, 1.06]"
32180,1.01,Premium,G,SI2,59.4,60.0,4022,6.55,6.58,3.9,4,4,3,"(0.196, 1.06]"
32181,0.7,Good,D,SI1,64.2,62.0,2318,5.52,5.48,3.53,2,7,2,"(0.196, 1.06]"
32182,1.02,Premium,I,SI1,61.7,58.0,4113,6.48,6.45,3.99,4,2,2,"(0.196, 1.06]"
